title,link,source_feed,published,fetched_at,query
Ahead of Market: 10 things that will decide stock market action on Monday - The Economic Times,https://news.google.com/rss/articles/CBMi3wFBVV95cUxOYVd5VC1qT3ctOVVTZWNDRVJMa09PSlRvbHBiOVNFV1FUM3lmUmNWUEhkN0tscmF4emV2T0RzaUN0d0d0eU1QckNERlozaXZMM1BqWGozdlFKZ00tYWdkLXU5aENlQnJ5YmhCMzlTZExGWktzQ2NQMkVuWlU5NU5IVy0wMDdXV3Q4Z1V3dURpb3BybVN1VkRmeHVmOExsdjc2VHZRYzh5VElGRDFsdTl2WloydEI5VnpvWWdDYmI3UGxNdHFIN00zWHJwT09XUnVxc2xMcno1U292cEQ5a3Qw0gHkAUFVX3lxTE0tdEFZMWxCSXZyMW5zWDJfR1FaakRSTS13STR3TmItLVNyREJtVlY2QUxkVzA4WVJ4Y0NNcEFpRk80dDg2QnRMN201YUhJaVJmQnpCUU1pYkR2Qnd5aEM4a0EyTjVkSzJkVEhjcTdEUlRwVmw1ZGs5Z3JBdUFWLWY0LXJiVzctbk52NFlBemphQXhaNXRkbzRfeS0zNG02ZEFHcHR5V055STA2cEFsZWVEb0c4enlJdkpNVXlkZGhKRlg0NGpmZDlBQi1QQ0p0U3NYaW5ySExESmstWjRzbEFNcVdYNw?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-14T08:43:04,2025-09-14T18:20:40.802265,NIFTY 50
"Indian stock market: Nifty 50 tops 24,800. Can it surpass 25,000 level again? - Mint",https://news.google.com/rss/articles/CBMi3AFBVV95cUxNMjU0alNIUjduYzIwRjNNUEJOeFVoZXpLd3hHZkRTbTF2RW9BMDAyYm0wdmQwNjJyQmhOUlo0ZmRlYmR6MWI3OEMzT3M1UVZOV1JuRDZFM2VteHAxOVN4LTdyeG82cjJnemN1RzhlMU8zTC1mcHdvN1o0NXVKMWZLREZyd19OZUtXd0JYSTFhakZGTlFDcnVMaFRxVUdCTWhyS1d3WktudW5JWFNyVmItQnVYaXpQUFdiQWdMaWZrYXhvcmJoNFFTR2VXMFVtdVlMVHJsYmJTcmk2Zkhl0gHiAUFVX3lxTE9mSkVQUnVmTEItYUxxRU9MS3dSSTVTU2lUMWY3cFJZa2FaYmdUaW5IbDNwdmlZY1FDSVNJR0hVMkdzY1k0RDhxMGctdFFmRXNGREZhU1NQM043ekVDS0ZRZlkyQ3I5RUdlVzZPN1J1WS1mMWIyQWwyakZtVzdhZ2N2QXdUbWpIem1uSE16RXdybHRiOVVYY0V1ZDlDTVJHcEREMkI1MWR2LVhVRXZTMjBkNVFDTURzcEpWRmlrRUZqOXZpSURzV0RuY21wN09QYm9WcWR4V3FFOHZCNFN2dFU4ZlE?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-08T07:04:01,2025-09-14T18:20:40.802281,NIFTY 50
"Stock market today: Sensex, Nifty 50 open higher on Infosys buyback, US Fed rate cut hopes | Hindustan Times - Hindustan Times",https://news.google.com/rss/articles/CBMi4gFBVV95cUxNVk45MW1xRDRWc1k2Qzlua21uM21OS1RLMTRKV3RmRjIySDM5Um1rVThBcHlFT0t3eU1vaUZJSFR4VHlNVjhaYi1pVVNiT2dWZnlCT0NmaVZPbXlXSmNxVWljUE9GZEJjTkdPS2N4S3c4WGdYdi1DQlI2ZW1objRjeUhPQzJ1VVVoTGVJa2UwVHJQQy1fZm5QUFdqelJqYVRIVEhTTUQwMVRjMVZEYnNmSHdJRVczTDNldzVRNy1Ec0VQWm40amlmaVZQZG9nNllRYlZ1cjRuZ2pKMHRZdUd2dnJB0gHnAUFVX3lxTE9ZdUQ2Uk1MUEs5RUFsR19JOHZOYU44SXZqTTBUaWdxdTVDSkxMcFpaVGNDYlFMSndfYnlVUDIxWFpwX0NoNjlILXUtelQ0N2ZTZWllY0huMlBJcG85QVlLVGJzRWhvRlNGOWxGN2RWWVdsZVF3OXVCUWNnVmdNRURCRzNoTzhhUFpSWmIzYktBV2Vjejh5elRWMWVwZGpQNldaaFlzdDhZcDhsUi1JUU9yU0pPX1ViQ1VTNTVpVU1qc3RCOW02d0htZkx0aG5NOUNaWmdSZjdkWDNnRTl6WGp4ZFdMeEpWZw?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-12T04:20:17,2025-09-14T18:20:40.802295,NIFTY 50
"Stock market today: Auto, metal stocks push Sensex, Nifty 50 higher | Hindustan Times - Hindustan Times",https://news.google.com/rss/articles/CBMi3gFBVV95cUxQN2V5YmJna3B4QUE3S2RCVVRSSGI2NmVjQWZzLWJfTnhNcFFaTXhPZjgxcGJvTTB3UnpyZXFTX0xxcVVEVlY2MVBub3F2ejZZWEI5V01WUTRUc0poYktwcUxEb2lHSmlvaW56OEdlOHdtLWFORDhpRlV3OEdyeHhFa3RpNkZKbU1BYjl6TzlqZEJDQXppSzRNa3pZSTZZUW9FUVJfSFZZbmJ0UWFXWVFUUFdieEU4S21idTMwVWdtSHFQb3k2Nk1SakxqQk1JQUprbm1JRkREcjVJblRMRXfSAeMBQVVfeXFMTmE4YXNNWmdOVmFFd1Rvem53Tm1SUkRVbnJfOWFMUWlaNGgxWGxyRFVzZlU4dHBLTExUUXV0QlRwSkN3OEhBWk00VjZfR0xNcXBmY0FseWdkSVJVTEtlWnhkbEJUNTRDUTd2dkdyNTFnTVExOS1IMHpaRnJuMHc4R3Mwbm5nRGJzNG1jdHk4VnVScVltNTA1X2tqMFdfak5HOEx3bTM3LVQ5UFJJT2FKMzljTzUwSnpWUHR6OV9nY0w1RXRQV3BPYW1BNWQ1cWkzdTFVTzZCb0VJS2ZrR0E5SGZPNVk?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-08T04:48:08,2025-09-14T18:20:40.802311,NIFTY 50
Nifty rises for 2nd week; Sept 18–19 flagged as crucial dates for traders - The Economic Times,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPVWtRT3BQa0hpbzE5cFBSLTRsX0xPWlVtdXJaVjJGdXFhbl9UM2pJZEgwdk1xUkhoRWxLWWIxN0RIZWpHb2I2bTdZdEdwSndTT3hUc0xELW9MUEducHlGTUE3N3dUS05OOTJMdUpXV053WmJVdGhnTEl5aGFXTDBVakxoRk1OMjJkX0kweXdhR1pkV282WE9BUE5OU0F6Ql96eEFDcnVRaHR3VEJmQmNUdTM2bk82cWlyWmY0WVdzM01Ja0ZDdUc2bXhKR3A0a1ZIV0RMVC12ejBUUFloUEHSAeMBQVVfeXFMTVJ5STJmWUJXUUtyZHphbFMyNktma3dMM2xkUmZlaGIzOTd1ZGg1TFR6UUoySExtWHhFSTVsRGVTSl9abHV3WkowQ0hfZE1uQ1V2VWlPUWxadHBST0ZxXzdrMk5mYmVyS3pPV0pyTF9YU0xLQm80ckl0NW9JUkMwMm9tcGE4a1RJUFlFdHBuVmlNWDBTZVBoNFIyc0pDMWExcTM3LUlKYTZqeU51ME1hR0t1YkRoQzJxQTFVaGxISEs2VVVvM0l0T2RuMV9QTk9Lc0tfVzdEMHZBX0hJWEdsZmdCNG8?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-14T06:47:10,2025-09-14T18:20:40.802326,NIFTY 50
"Stock market today: Trade setup for Nifty 50, US Fed rate cut to India-US trade deal; 9 stocks to buy or sell on Monday - Mint",https://news.google.com/rss/articles/CBMilAJBVV95cUxQNjUydTk1MnQ4eThScjFPWExQOHBzeHNmTlh5OXlCQmxJM2F1dHBidEh6amd6ZHkwMmNkTnhVXzBNOHZnMzI4bXRka1JzbnhuUXFQTEtMM3VHZE40T2hWR085MFlub205NDA0OUVSd0RZWlJTZGlSZTRoS3hYMHlHTkpJSDJPX1kzQVR3VGZPakN4U19ILVlOamZwcGhlSGZsOHM1MFZrRjhSVzlma0VSalpJNzdmNFd3bUQzUWxFV1cxWEYzNGwyRkVJSmxMLWtyQUZESU1iU19aNXVrME5hYUhzb2tCZXNUSVpwRFRSdGFfSURLdERTcDlBR3FYUDBDNzdIMFlydVZVSWZEaXRrVXBScVnSAZoCQVVfeXFMTTlidmpHV0FDTjBsdWs3YnJKSGhIcE1JNUx6V1Y3akdPSlp2TlhPdVVfNWVlVjBDa0hvNUJaYzZrM0dURDd3bDZ0ajRhLW5VdEN4TkxTOWJTbENlVUhCRS1XeDI1SUlUb3o5SUdBdGFEMlAtZ1h0aG1HYl9UUS1DNjJFZnYzeTlOR04xZWhQSlI4Q1VaZFJQdTNGdEVzT3hfdjBXamttZGI4RE5OS2w5c0F1dUloY2M4NDVwN29kWHhUekE2OFlhRF9zd2JUc1VXQkczMVhNN2dFMjhZZ0laa0ZBZDFxMjBRa0tFODd4VE9mOFZSak5xMmZJLTh0dkp0d3NfQ0VWLWlwcVN4dV9ZTVpINUhoLUY1NnVn?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-08T00:56:59,2025-09-14T18:20:40.802343,NIFTY 50
India stocks higher at close of trade; Nifty 50 up 0.43% - Investing.com,https://news.google.com/rss/articles/CBMirwFBVV95cUxPVnhHbVNycW84dXB3Q1YzZFRqRWRIMlBTNEFQTjdOR0VienZMYS1tcnVfNlEzQ0lrX0hmNDlMbUFPZTdSM3ZvenZCR1hpNHFIdW43X3dsZ3BlRWZoRUdQbW1DTEZiTFh1NFJzLV9JdFJDYWtycGY2N0xZaWRBRy1YVXJrTDRELXhBMkRDSlFHaldnQk1RdzlQbHVfSzJ3c1BMdjgzSUNEa1F4cnJnWEI4?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-12T10:39:18,2025-09-14T18:20:40.802359,NIFTY 50
HUL shares fall 1.45%; stock among top losers on Nifty 50 - Moneycontrol,https://news.google.com/rss/articles/CBMizgFBVV95cUxOQUNTSGFkTmhSNkxBVlVrdGtLQ3NicUdyZDhCSUNkUHRTS3FFdGhJTkRPb1NWZjZYTGJmanJ5NGRLMjh2M1ZKOXo2N2dVdmpMMVVIZkpHc09aS2FMTExBUFB6THZkeXZ3QmNnYTFwb0RtS3RHai1qSlNIX3VtVmxtdnVpc1lDSFIwWEVJRGRwaklxd0lGdjhRUHB4bE4xQkV4eXFMM2t1Z01zbTR2ZW55VG8wZ3BvNEQySGNCYlROZGt6QUo2bGxmVXVtcWlzZ9IB0wFBVV95cUxNY3pfeGJJRXRYYmdxMl9vSjl4TVFLN0VaQ0RMTXBySDNjWkc5N2drd0dsWjlUTjhlMGlyaGplMHY5Rnc2SVN5enk0aWdKamwzN08tZWIxVmVIMWJybzFnNDFieGQyc3huRkR2VFRqNjI5LUx1NDBRSnNDS3o4dEdIM0ZBMk10Qmg1ZTlPbFpqOTVmVkNUelhqZ1E1WlAzVmlGOU5oUVNRdGNkS19HM0tVRWFaSURKamFGV2pVOEo2Sk1Uc0cyb2t6b1FGMlFrbnJvZ184?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-12T06:52:26,2025-09-14T18:20:40.802369,NIFTY 50
"Stocks to buy or sell: Dharmesh Shah of ICICI Sec suggests buying SBI, BEL shares tomorrow - 15 September 2025 - Mint",https://news.google.com/rss/articles/CBMihwJBVV95cUxQMUFGdXBRUExLbnF6dkN0MjlvM054OUNvaW4xUGpzSVZkVE4wTC1qWEM2WWhWMkZCWG10SkFhak9IOGlleDc2SFRTbERmSnJIbFA5czVCd3lNbGhtNDB4YjhVeWpRcWdjdmp0cVpnM1FfZnlIZGxrUnFUTEZzblhQdUptbnRsMUMzTDkwZ1RjQ0pGd1J1TkZaRVJPTjNMLS1kSkVNTXRDQ2pPUTB0NnNHbDFLVFJfMWotMlNvMGd6cE96em5YVGtnNjk0U0NwbEZfLThsYVBGOS1hdldrTkRwUFlPUGp1UGdYYTk3bUljejdXUnZWcVI3ZnEydFYtOUZickJvUHdsVdIBjAJBVV95cUxQQUN2TTFjVmRadmtkTFR4RDFISnBNYzdGc1YtYWVWUVN5U2tNU1ZqeTV2aEJsLTAtN1RnMmtpXzVBZU5EWVRuMHpVS2V3dnVaRUc3SEtPbFI4WVVvWjc0c1V6OXZMRU9VOThQbDFWS2ZwQ0w5aFNDQzNlczRrR0haLWZTbVo1dTJJdWwwV19NSHZtOEJoRE9JVjMySGY5VWNfdDdZZEtuMDg3SFFnVV9WQ0JTSm45NF9qTGdPUVV0a0tCNXRQdDVxcGZMbHdVMXRhZUJyYXRqME5WQUxHNnIxdG1helJQam9Hdk0wRko1NFlMcmZPQnVtNXAwWnpmeXJPRTJnampmLWV0RW5Q?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-14T03:33:38,2025-09-14T18:20:40.802383,NIFTY 50
Infosys shares among top gainers on Nifty 50; stock rises 1.27% - Moneycontrol,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOTkFidDlhZWluREsyMDNUcGNmbjhEdEY5dFVDN0JNZDlGbjZSaTBEZ0tteEFHUjFKQzBRWjExRUpPWXB3RmRMY2s1MzVweldXV1IxcnZnbGVzd1Z2Zkk4aXJ6T19qdlU5SkYtaHo4eGhJaDMyZFRTbkdxNEpTdWk4Wk91dkVqb2RIMjhfWHJoMGhNR3RjZGNwbDhITFlueXM0c1lrWG84MEc1VElyek1MUms0UGFGaXdGejk3THJONWlKWHhueFVCOGRYdm9DM3VNNkFxWDNn0gHbAUFVX3lxTE1Hb3R2UWU4NDNTZU8tWUxwcGZlbWRSUUNkS21tdm5KdFZzLXBULWUtTHdqeWJneV9WelhTNTFfTkdNdmgxQUlRYzhmTmsxR2FzMmZOaHcybVBTT19hSjZLVFNpTHBuVXBEUUk2NldyaFFrYjhWaWVLVFROWjF0SnZNbUxrZURMMzR5NzF6eUg4X3RPcmtabmF0eVhlQ2NnLWN5YmZwejRYT2FackxMaXNreXRBUDRweEkxcktIcUhjcWI0T2NfeG9abmQ0WnJLNl9ROEtBUFJod3ZuYw?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-12T05:54:31,2025-09-14T18:20:40.802409,NIFTY 50
"Stock market today: Nifty50 ends above 25,000; BSE Sensex above 81,500 - Times of India",https://news.google.com/rss/articles/CBMi2wJBVV95cUxONm1qQUtlbzFhalk0NFZtSTlhMGJGWklPSUoyQ0J1T1hVcjRyTjg4a3ZyLXF5dF9rTTVkYWN5Z0R3S2x5ZEl5cllENG4zVjRqdUpONnRGNkd1MElCTS1WbTZOR2huOGtOUVZSR3lUQV9tenU1a0lBdi00a0xvMk1DVDJZS3NFOTlJZnQyaVBsc1cyRGRpMm1NczhWbzV5bTBqS0E2eHJnVWlwRi02ZFhQdVpXQkJ4LW1FWjNnQlBjeUdWdkxxc3VUdjBHbVdnb01fTS1iTENmQmVaalRCczR1akEwOGMtM1labGVuQ1RMSXlxYkQ3XzgxU01zMk00VkxtQWd3WGRrWXJDOFpvZWVkUjNTSEN1ZlRjZ2t0UThpV3JEYXREU3A4YkNLMUFfazJWN0QtS1ZVdVVRbThndkVGYXJvVHhIb08yMWRSVTJEQkJMeDR1WlFpN180c9IB4AJBVV95cUxOM3RDWldmaENsRG1jTUtfUTJ3T2MxazRuQmlta2RFanF6NnVKVGplRTUwdkdLWjdqcS1xNlEzWG9NR2l6Y3hSTTZTNlBXaEwwSTBwYXM3OFpMdDFKY0IzX09xMFdHeURIdnZnTEl2TWVpN3VHWlNPanZSQ0xDaE1RZXhaRVI0QjFuVTQzZDZtbDlhUndrYVhMUkwtYTRhd0VHM19xeHBmSHlpQ3djSEwzYWxHYklET25KSkd1R1kxcUJmeTZ5ZnlYWGg3cndGS1FlRjF3WlFDTTBiaTBCT2dYaUcwbXpwRlduZ1pmSkZLWnVIbEg0enlVQlFjRGpYVjlLQWxoM0l1WF8tTEtvUHo4cVZJNThkNXdJQlRGMjYzTGZlNUgwTDNfTzEtb3NSd1M1N2o5bUhoM2xKNkRJZERtTGpOV1FsZUstR2plREFZMmhHQ2V3WEZ6S0dMOFlaVEhG?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-11T03:48:00,2025-09-14T18:20:40.802423,NIFTY 50
"Chartist Talk: These 2 stocks are the top picks for next week as Nifty eyes breakout toward 25,700 - Moneycontrol",https://news.google.com/rss/articles/CBMi9AFBVV95cUxQV05kak1OSDZmRmRTWE12Y3dxTjBUenk2Z1lpNFdyYURtMTVVdklDQW9FNk1LanNQb21VVWcxbE45V25qT2E4STFkMXFDdWR3cXhBVFpXbXdkTHVLUUs4UUVSZlQ1bTJUSVQ0QVJ6N3JJQl94WUhqbFY2RWltajdTZ195VWIzQnpuVDZwbWlOdEtyekFrR2lNMmdoZVVNOTQ0cVk5cFJiTjYyNkFYczZLNldidFJEWGlLdnBQZXM3SmdkM0YzY3J4ZS10WFQ3Q0JzaFNCUFRINXBrbHd0QTkzb2dNZnctZXRScmxnYmNGckNGTElY0gH6AUFVX3lxTE50cndPRzlXOGZoU1l4YURWTmEzZ2g0VUJZVzI3TU4xdkRoNEUzclNGNEpVbzhvdXJEeDZoOTRUWmwzc0kwUGhyT0xNcVo4OUdNMWxJOUhsTEFKYkwzSTlsWkx4bGRUbGZtUmdnTTlkbHZiMEpXT3lVb185UFB0UWNqRFlLby1HZ0FCUGd0RUtFTDRUa1RGaUtVVlNsaWxlWlN6S25GMUthS1I1QVJra0U0dEFoM3JQMmU2Ym54ako5dFNfOUdoNWRmM0NQQjViSGJTWXJnZzhhQjFlX2d3dFhLRk9mOGxtQVp0WHlYRlk0TUhmeUQwaUFMSnc?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-14T01:40:57,2025-09-14T18:20:40.802442,NIFTY 50
"Trade Setup for September 15: Nifty may test 25,400 this week after longest rally in a year - CNBC TV18",https://news.google.com/rss/articles/CBMi4wFBVV95cUxOTXdMbW9mSlpkZ3hkcHpDR2M1RzdtcVdQR0huZEJfMUdZblVMbzlqdGZhcDk1bmpRMjFodk5mU25GdzdtdDhXR1dIX0ZfTkc5dkdpN3RCTHZlUDMtY0Y0eGlBM3prQU1JT3pZbHFBNlBJVVl4eE5MSXd0ampKMUxOYWF4YnRHakY1bkNsVjZPc0J2NDloZTZxeHFsZGhQRFRxUHJoUXRZNUhXeFktblM0OV8wU2x3WWpQNndNMHZzVWRqMzc0ZW5QbWhQZlFVUjIwbi10QzgtaFpxMHJqUWFaNWxjRdIB4wFBVV95cUxOTXdMbW9mSlpkZ3hkcHpDR2M1RzdtcVdQR0huZEJfMUdZblVMbzlqdGZhcDk1bmpRMjFodk5mU25GdzdtdDhXR1dIX0ZfTkc5dkdpN3RCTHZlUDMtY0Y0eGlBM3prQU1JT3pZbHFBNlBJVVl4eE5MSXd0ampKMUxOYWF4YnRHakY1bkNsVjZPc0J2NDloZTZxeHFsZGhQRFRxUHJoUXRZNUhXeFktblM0OV8wU2x3WWpQNndNMHZzVWRqMzc0ZW5QbWhQZlFVUjIwbi10QzgtaFpxMHJqUWFaNWxjRQ?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-14T10:18:35,2025-09-14T18:20:40.802457,NIFTY 50
Stock market today: Nifty 50 logs longest win streak in four months on India-US trade talk hopes | Hindustan Times - Hindustan Times,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQMUlLODNJOTVCVkljUV9XLUoySFhacUpvSUl4WTZDcnI4NlM5OTBubUx4alo1RTk4amJGS0tqOFNTS1VOcS03aVQwU3g3U0sxdFVwV0ZncVZ5TUd0a2lXVi1VNXoyeGl5N1R5VFJsRGM5TTVNQ1dlT3FaLXdKQW15SlZKQ0VyVzJUS0gwWnpoTXNkcm5teVdHaGNHX3EtWkM2eWxMdjJGQnZNbVhiMi1sLVBnS1RMLVZPcXdaOFR0YmRWNFVZOTlnaVlpMjdvVnkwZEtDSEJR0gHbAUFVX3lxTE1MdGU3TkozSE90VWt2NjhSTkFXbEs0MHg3eUlBRzg3cm1jVHVIaFVOWG5ZRExoNUFiZHNTMWpoQjRJN0hsLVNKNjhGMUhteDBCRFdmVk9LbG82dEVESEpEck0xSmlnT2xWTWdGRmc0a29KT19yOEowLWVhSER6dWtzV1hITDZnSUg5NkZMeVdlS1A1eHkwM3RVZWljaUtPaWRJMFlCUmdGZXV2TjJ3WGZEWHh2b1BEeTBlRktkbVgxM0JJVjk4aU9Bc2UybE5DbjFDUThoaDA3aHVFZw?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-11T04:27:58,2025-09-14T18:20:40.802472,NIFTY 50
"Sensex rises over 50 pts, Nifty50 above 24,950 on U.S.-India trade talk hopes - The Economic Times",https://news.google.com/rss/articles/CBMi4wFBVV95cUxNLTV5bXgyS3oxLVQzQS1WbUtQYmNQakZzLVk3eEtELTlaOVladVUzUWlxdGFfQWppbEVrWEIwSy11Rlp4ZFlsSXZjV093ZzFITVRJenRCTHYwOFhKNGtmN1lYTlRLckFMYzR2cVQzZDlHdmZOdU5zMGF2UzM4eFVSc21vS3BGQ2tpRVZBQTFiaW9xYkQtZmFsU2IzcTdnWjNSV2lIdEJ0QXlKb2lveHJjV1RJQTFma2c0dUs5ZVFvSTNDWnZEOTg4ckhjTG82NkltREdpbEtucHRpd1lpM0NSeHRtTdIB6AFBVV95cUxNcUtZMjMyMlVpOWxoY1BSNkt3OWhkM20wQjhEdG1jMHJsWW51RlM0MjhVTWZGX0ZTbDZtNU12RkljMWpLd0lDNXZMYmk2OGhFTEJrem9PSVZWZFlRWHhSLXlXbXJ0dFgxUjlGQXo2Tmxtby0xT2dMMFlJY0lnNm5hTEx0ME05eU1CZDdHaVJIc0VlNTZjbER3U1Z5N3NuN1RpOWdJZFBaSnF1SWQwWXl5SlpDWU10bzdpV051YWs1QXFZY2RCQmUyZmxzTDVUM0RTazNwalBIVUxXSnhrYXpQRFFWXzRiS0Nu?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-11T03:57:32,2025-09-14T18:20:40.802487,NIFTY 50
Infosys among top losers on Nifty 50; share price falls 0.94% - Moneycontrol,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQLVJSbkhPUTZGdU9LYWFwVnk3X09jbjlQRDd4TmpyUHpDTUtmRWhXOEo4VUtIamNKRjN6VG9ROVJLSEEtTTJQXzZCVkxnT1hnSXVkTG8yTzJFcnlHWnkzaXNleVoxeWw5TWl0NFJiS2MzQUhSN244akI1OXJSUVp5aWNfRHhJSGtNc1R4LVpidFRnZmw0VmJKaE0yeEJ0cHNHRWY4ZUNLRDJSQU9BaWdOQkFhWWs1ampVb3V0TWN1MlNoQWNJN2EyeFpQMlRlVzlPNGFn0gHYAUFVX3lxTE5EYUhXWHVEM2tiN3p2anl3LTM3TmhOWlVFQmUyaHJzRURxM1QwRFRlQnQwbGVFWTZSSTQ0NW5pSnBBUWpqZmJ1S3hhZ0I2M25rdVFBelIzYmpLMHhkejBiM1BhNzB0d00xcXp0M0NNU2VITmxDd1VMekJVbVZHUFlMbXFxdHdBUEhMdG93TGd5ekVGbm1NSW9Odi1KeUpROHlxYkc1MXQ3QjI2UlJtWjlCVDAtNmNib2F0ZHdIX0VGRE8tLWR1Qjd2TFNjTUlrYjVTcTU3T2JISw?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-11T04:53:49,2025-09-14T18:20:40.802502,NIFTY 50
Hindalco shares gain 1.6%; stock among top gainers on Nifty 50 in morning trade - Moneycontrol,https://news.google.com/rss/articles/CBMi6wFBVV95cUxQOEM1VUVKaWlhVDVZTjNFczJvb21udEJ4NVhqb3RaTDh2d1FkNmdleVlKNkY0bzNmZkdDcHh6UGtaQ1FERWJTeGN4UHVOX0N1dXg3MVV2Si16X0tXcGhsdS1Fd1Vxb0RWWEMyLVd2RGFaaDdhd00xaHFHQkd0UjUzWGlzeXJaVUR3Wm9mYWdfQW5mNlA3UWs5U2liMDNraFkyMktFbkl2T2NXdGQ4VlZ1RUg1OXJjYXkxdmI3QUVlMkR5QTdaS21Hd1JDZTVneGJGLWx4eXdoMWJlU01DVjdTRUxiLUJzSG9ORkRr0gHwAUFVX3lxTFBSRUdTa0xBbW5TZVdsMEYxb25meG9CT1g5OHROZXpZZkl2WVo3cmhXNUZfdTdteWxWSkwzN0Q1a3BFNjhick1sNEZWb2tqU2VWTDdwbGVsUkNnYVoxd2FodUFhckdvbFJZNGlGcmZUY0JRc3ZRdDAtNHRUUl9oLUlIZENLRVZTUm1NRmFNWUZFcUY0X0VYS1JNWTR1MExRdTFfdVhKb3dvVjA2MWEwQWZnT2QtRnNuRURGWFcwRnBsVGxxb1cwUlVwU1lKaVlwR2xkbl9pWktBX1lmQ0JSblUzSHc2LWN5a2w0VWdmZkxRcw?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-12T05:15:41,2025-09-14T18:20:40.802517,NIFTY 50
"Trading Plan: Can Nifty 50, Bank Nifty defend Friday's low amid expected consolidation? - Moneycontrol",https://news.google.com/rss/articles/CBMi4wFBVV95cUxNQmZWV1NCMWpKOU9XZFdQVFZBeHBVOWlEcTdLbzRRSDk1Mmx5VTZjNFhYZXk1UXNMLUU4cmZjSG1mOGhNNE9oOF8yX0JIejdBck8wOW05V1AyNTZxUnRGM0R2S1ptbEZXNVZKck9LY2pHdkV2VmZTV1ZBOUdfUnZKaDdJdWNJZFdGUURSRzZCLUR1T0lHcHpsamZYRENiRGxIQjRjRU5Pc3NSUW82VGdLTkdTMEJMR3RFaDBTOUxsSnRhVVRpMzd4di0zODJPWC16LWhHZHBfWVlQWm93ZGN0OTlUUdIB6AFBVV95cUxQazJySlpLcVdHZEJWdEpaZGlwSXdwTDNNRGtEbFU2d0N5QTEyYVJ5d0xiaG9xUjdwblFDWmp4UEdGend3NHNJbFpsMDdmcGx0YmNPalE0ZUIxLVdTY3dQc0RwdmpNdXNSYThiWjZXa05FYXhUOGxFZDJWaVBSR1dNRlYyTFJwMGxNQWQxZVZhUDBVRTdZYVAzbUFUTFFZVFIzTlRTVm1FOUlkbXdTTXRXdHJJeE51TFBKVFREaEVfT0pQY2dVd0pJS0tnRUtxdE1YVHlBRWVqSUdMRlF1blE2OHhkSk1ER0Vw?oc=5,https://news.google.com/rss/search?q=NIFTY+50&hl=en-IN&gl=IN&ceid=IN:en,2025-09-07T22:22:34,2025-09-14T18:20:40.802533,NIFTY 50
